gemeentecode;gemeentenaam;latitude;longitude;pv_potentie_dak_tj;pv_potentie_veld_lbg4_tj;pv_potentie_veld_lbg10_tj;pv_potentie_veld_lbg100_tj;pv_potentie_water_tj;pv_potentie_totaal_tj;pv_potentie_totaal_gwh;pv_kans2030;wind_potentie_land_aantal;wind_potentie_land_tj;wind_potentie_water_aantal;wind_potentie_water_tj;wind_potentie_totaal_tj;wind_potentie_totaal_gwh;wind_vermogen_per_turbine_kw;province;provinciecode;res_regio;res_regiocode;elec_verbruik_a_kwh;elec_verbruik_bf_kwh;elec_verbruik_gi_kwh;elec_verbruik_hj_kwh;elec_verbruik_kl_kwh;elec_verbruik_mn_kwh;elec_verbruik_oq_kwh;elec_verbruik_ru_kwh;gas_verbruik_a_m3;gas_verbruik_bf_m3;gas_verbruik_gi_m3;gas_verbruik_hj_m3;gas_verbruik_kl_m3;gas_verbruik_mn_m3;gas_verbruik_oq_m3;gas_verbruik_ru_m3;elec_verbruik_totaal_kwh;gas_verbruik_totaal_m3;elec_eenheid;gas_eenheid;energie_bron;energie_bron_url;elec_bijgeschat_kwh;gas_bijgeschat_m3;bijschatting_niveaus;elec_bijgeschat_aandeel;gas_bijgeschat_aandeel;pv_potentie_bron;pv_potentie_bron_url;wind_potentie_bron;wind_potentie_bron_url;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0642;Zwijndrecht;51.8218438875227;4.605802104356985;944.42;61.24;153.09;1530.95;0.0;1005.66;279.37;Kansrijk;5.0;290.3;0.0;0.0;290.3;80.64;5600.0;Zuid-Holland;PV28;Drechtsteden;ES18;324166.6666666667;73277186.51362985;22101000.0;15448371.223021582;1037000.0;3738129.4326241133;11823000.0;3354143.504531722;904800.0;35536254.560626216;1371287.5399361022;329761.0535300573;335000.0;302000.0;1811295.7983193276;388000.0;131102997.34047395;40978398.952411704;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;25145997.340473928;2771398.9524117094;res+thema;0.1918;0.0676;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2579;118;478;4156;34;186;2005;97;28.628428927680797;21.649484536082475
GM0654;Borsele;51.44518202628191;3.8129657028410984;1254.83;1741.64;4354.09;43540.95;0.0;2996.47;832.42;Kansrijk;62.0;3930.29;0.0;0.0;3930.29;1091.75;5600.0;Zeeland;PV29;Zeeland;ES24;13971000.0;334523327.5365915;21971096.11451943;16871139.455782313;1021052.8233151184;1556122.0657276995;5484059.119496856;1073000.0;504000.0;309350736.8188643;2401873.1397679644;85645.16129032258;76052.8233151184;108000.0;513059.11949685536;183057.34406438633;396470797.1154329;313222424.406799;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;323194797.11543286;311350424.4067989;res+thema;0.8152;0.994;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2670;159;1188;4157;81;231;2324;130;14.888123924268502;22.307692307692307
GM0664;Goes;51.51517471347584;3.844887340347748;1118.82;1119.81;2799.52;27995.15;0.0;2238.63;621.89;Kansrijk;44.0;2811.92;16.0;1361.2;4173.12;1159.2;5600.0;Zeeland;PV29;Zeeland;ES24;2480000.0;32627269.78417266;30892228.016359918;15055221.088435374;4578151.183970856;3681248.304642671;26121139.62264151;5769412.9793510325;108000.0;10862517.75147929;2204114.008179959;417532.60869565216;424151.18397085613;413000.0;3136139.6226415094;323109.6579476861;121204670.97957404;17888564.832914952;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;956670.979574023;494564.8329149529;res+thema;0.0079;0.0276;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2941;155;2315;3747;122;192;2563;125;14.748341786968396;24.0
GM0668;West Maas en Waal;51.85162948776893;5.496593208087615;1005.97;881.62;2204.06;22040.57;0.0;1887.59;524.37;Kansrijk;44.0;2525.64;1.0;85.08;2610.72;725.2;5600.0;Gelderland;PV25;FruitdeltaRivierenland;ES11;7667097.363083164;8647109.826589596;8216000.0;8927000.0;933000.0;1066000.0;3934000.0;1015184.1726618705;170000.0;460764.450867052;767081.4307458142;531848.275862069;66000.0;93000.0;483084.13926499034;184000.0;40405391.36233463;2755778.2967399256;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1903391.3623346302;93778.29673992562;res+thema;0.0471;0.034;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1787;104;926;2727;53;159;1744;105;2.4655963302752295;-0.9523809523809523
GM0677;Hulst;51.32184407709406;4.066253702415938;1276.69;2694.8;6736.99;67369.93;0.0;3971.49;1103.28;Kansrijk;135.0;8595.52;0.0;0.0;8595.52;2387.65;5600.0;Zeeland;PV29;Zeeland;ES24;6820000.0;16857000.0;15666118.609406954;2437112.2448979593;1006045.5373406194;2714110.589462702;7170059.748427673;1971000.0;91000.0;3289000.0;1158059.3047034764;189000.0;57045.53734061931;120000.0;989059.748427673;195069.41649899396;54641446.729535915;6088234.006970762;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;446.72953590655146;234.0069707627102;res+thema;0.0;0.0;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1656;95;783;2499;37;154;1495;87;10.76923076923077;9.195402298850574
GM0678;Kapelle;51.48476879505879;3.9675652187770125;502.84;388.24;970.61;9706.08;6.51;897.59;249.35;Kansrijk;18.0;1150.33;19.0;1616.43;2766.76;768.55;5600.0;Zeeland;PV29;Zeeland;ES24;8713000.0;22178848.920863308;7547062.372188139;1758091.836734694;330041.8943533698;1165073.030777256;3217033.333333333;1057029.4985250738;0.0;164235612.4701934;485031.1860940695;165209.3267882188;26041.894353369764;53000.0;293033.3333333333;91032.19315895373;45966180.88677517;165348960.40392134;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;283180.8867751753;164380960.40392134;res+thema;0.0062;0.9941;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1019;45;307;1729;14;77;931;41;9.452201933404941;9.75609756097561
GM0687;Middelburg (Z.);51.50181567888645;3.647716168465844;1096.85;434.69;1086.72;10867.22;0.0;1531.54;425.46;Kansrijk;11.0;671.03;0.0;0.0;671.03;186.4;5600.0;Zeeland;PV29;Zeeland;ES24;1922000.0;48883039.56834532;29073213.701431494;8282217.68707483;3902114.7540983604;2510270.213875848;19737164.1509434;5115569.321533923;35000.0;446197080.5440254;5992281.768207495;474000.0;168114.75409836066;228000.0;2584164.150943396;566143.8631790744;119425589.39730316;456244785.08045375;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1249589.3973031742;450732785.08045375;res+thema;0.0105;0.9879;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2739;154;1292;3835;74;210;2102;154;30.304471931493815;0.0
GM0703;Reimerswaal;51.43706012606201;4.137417709105765;841.83;1112.88;2782.21;27822.08;12.74;1967.45;546.56;Kansrijk;42.0;2652.15;183.0;15568.76;18220.91;5061.37;5600.0;Zeeland;PV29;Zeeland;ES24;44593000.0;124680000.0;28808116.56441718;19762149.659863945;2438063.7522768667;517105.37297861243;9965035.849056603;1021000.0;0.0;380463835.555948;1104058.282208589;88838.70967741935;48063.75227686703;120000.0;531035.8490566037;193043.25955734408;231784471.1985932;382548875.4087248;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;471.19859320671213;380435875.40872484;res+thema;0.0;0.9945;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2153;109;824;3761;37;188;2152;100;0.046468401486988845;9.0
GM0715;Terneuzen;51.28791570029543;3.845953438897258;2361.33;3055.0;7637.5;76375.02;65.52;5481.85;1522.86;Kansrijk;177.0;11311.57;0.0;0.0;11311.57;3142.11;5600.0;Zeeland;PV29;Zeeland;ES24;14942000.0;546091442.2475812;29347217.791411042;59719295.91836735;5624114.75409836;3546207.616066771;32395113.20754717;5861000.0;105000.0;484911231.3432836;2303108.8957055216;936000.0;251114.75409836066;238000.0;2771113.2075471696;863120.7243460765;697526391.5350721;492378688.92498076;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;506243391.5350719;484318688.9249807;res+thema;0.7258;0.9836;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;3624;241;2153;5126;151;332;3080;225;17.662337662337663;7.111111111111111
GM0716;Tholen;51.572882915412976;4.1327198377121865;1008.86;2007.36;5018.39;50183.93;17.08;3033.3;842.65;Kansrijk;102.0;6486.58;236.0;20077.75;26564.33;7378.99;5600.0;Zeeland;PV29;Zeeland;ES24;12398000.0;17071039.568345323;14769118.609406954;6683132.653061224;1651043.7158469944;1462123.1090245175;5938053.459119497;1237551.622418879;12166000.0;1709505.9171597634;1008059.3047034765;142516.12903225806;85043.71584699454;103000.0;494053.45911949687;223056.338028169;61210062.737223394;15931234.863890158;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;504062.73722338915;111234.86389015827;res+thema;0.0082;0.007;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2541;92;1272;3810;50;132;2348;82;8.21976149914821;12.195121951219512
GM0717;Veere;51.537892134483755;3.5568972319086662;1016.97;1416.75;3541.88;35418.78;0.0;2433.72;676.09;Kansrijk;82.0;5785.92;31.0;2637.33;8423.25;2339.79;5600.0;Zeeland;PV29;Zeeland;ES24;6985000.0;3286255.3956834534;30738171.779141106;2795085.0340136057;827087.4316939891;340134.58528951486;7292057.86163522;2193551.622418879;358000.0;257884.61538461538;5323085.889570552;44612.903225806454;136087.43169398909;40000.0;438057.8616352201;215056.338028169;54457343.70987577;6812785.039538352;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;497343.70987576613;79785.03953835218;res+thema;0.0091;0.0117;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1666;57;1260;2306;34;90;1865;70;-10.67024128686327;-18.571428571428573
GM0718;Vlissingen;51.46019617377605;3.619231683049757;1223.09;167.38;418.45;4184.54;0.0;1390.47;386.27;Kansrijk;14.0;894.7;0.0;0.0;894.7;248.53;5600.0;Zeeland;PV29;Zeeland;ES24;701000.0;191152417.26618707;26492171.779141106;27692214.285714287;3415065.573770492;24435189.880020864;18687125.157232706;3497722.713864307;19000.0;416104884.92449;1564085.8895705522;332000.0;336065.5737704918;221000.0;2364125.1572327046;808106.6398390342;296072906.6559309;421749268.1849027;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;930906.6559308093;416013268.1849028;res+thema;0.0031;0.9864;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1939;85;894;2915;42;124;1640;71;18.23170731707317;19.718309859154928
GM0736;De Ronde Venen;52.22633474330042;4.917283657977394;1350.21;1159.52;2898.8;28988.03;63.02;2572.75;714.71;Kansrijk;59.0;3738.57;10.0;850.75;4589.32;1274.81;5600.0;Utrecht;PV26;U16;ES14;6872108.365019011;32334678.78787879;22634061.98444497;11357000.0;3380000.0;3151148.086522463;5649000.0;4857737.14105396;4922000.0;2863000.0;2248061.9844449684;232038.23630726835;275068.60321384424;403000.0;1060038.5142074632;799000.0;90235734.36491919;12802207.338173546;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1379734.3649191903;207.3381735439757;res+thema;0.0153;0.0;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2812;325;1024;5099;112;550;3078;297;-8.641975308641975;9.427609427609427
GM0737;Tytsjerksteradiel;53.1998642659868;5.962716516132636;1292.21;1803.19;4507.99;45079.86;57.81;3153.21;875.96;Kansrijk;69.0;4833.36;8.0;680.6;5513.96;1531.66;5600.0;Friesland;PV21;Friesland;ES02;6389000.0;82373510.32095195;19150215.11627907;1755039.4866732478;809000.0;800044.7718900539;7460000.0;1828000.0;397000.0;23257020.58331967;1146039.619651347;87719.29824561403;91000.0;95000.0;1146000.0;441254.8672566372;120564809.69579433;26661034.36847327;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;31132809.69579432;588034.3684732689;res+thema;0.2582;0.0221;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2862;185;1882;3805;108;258;2334;156;22.62210796915167;18.58974358974359
GM0743;Asten;51.38640679837892;5.7792342978275135;1028.09;638.96;1597.4;15973.97;0.0;1667.05;463.11;Kansrijk;46.0;2457.5;0.0;0.0;2457.5;682.64;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;22977000.0;37704998.60956584;9106000.0;8258000.0;3159027.8951817416;1013000.0;3678000.0;1349000.0;34270000.0;1516949.5740675207;970043.085106383;72499.32492781921;85955.10204081633;59000.0;422041.8910831837;220022.85970416854;87245026.50474758;37616511.83692989;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;6795026.504747576;66511.83692989155;res+thema;0.0779;0.0018;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2217;137;797;3622;46;224;1495;92;48.2943143812709;48.91304347826087
GM0744;Baarle-Nassau;51.439016829596376;4.893145328200522;709.63;911.77;2279.44;22794.37;0.0;1621.4;450.42;Kansrijk;41.0;2190.38;0.0;0.0;2190.38;608.44;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;8574000.0;19683481.869077515;8455026.936026936;608009.7087378642;401823.0088495575;238000.0;2050016.7796063246;1047000.0;1276000.0;2482187.481046036;553000.0;16052.1327014218;52478.873239436616;43000.0;208000.0;139000.0;41057358.3022982;4769718.486986894;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;18754358.302298196;39718.4869868947;res+thema;0.4568;0.0083;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;750;34;253;1251;10;59;675;33;11.11111111111111;3.0303030303030303
GM0748;Bergen op Zoom;51.50345836898563;4.288303572330269;1796.87;502.22;1255.55;12555.5;34.84;2333.93;648.37;Kansrijk;24.0;1364.43;9.0;765.68;2130.11;591.7;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;4285000.0;438078023.7179487;71045172.27833894;21861074.202496532;4202000.0;3120000.0;31054211.68118748;4690000.0;9495000.0;241686991.16710916;3125000.0;948000.0;447000.0;338927.6960784314;3769000.0;1053000.0;578335481.8799716;260862918.86318758;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1463481.8799716753;147918.86318757595;res+thema;0.0025;0.0006;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;3892;329;2036;4827;132;498;2744;237;41.83673469387755;38.81856540084388
GM0753;Best;51.51411489658376;5.396527424314566;991.55;182.01;455.02;4550.19;0.0;1173.56;326.01;Kansrijk;9.0;480.82;0.0;0.0;480.82;133.56;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;4178000.0;58891013.79583284;21713000.0;33163000.0;18051040.574809805;2169000.0;6275000.0;1632000.0;128000.0;3584512.857570851;1323078.1914893617;461036.7031551835;204934.693877551;199000.0;663076.6008378216;257035.41012998656;146072054.37064266;6820674.457060754;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;911054.3706426494;80674.45706075575;res+thema;0.0062;0.0118;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1581;98;902;2256;59;139;1475;92;7.186440677966102;6.521739130434782
GM0755;Boekel;51.606674292333;5.693725948627368;728.21;404.04;1010.09;10100.88;0.0;1132.25;314.54;Kansrijk;4.0;186.98;0.0;0.0;186.98;51.94;5600.0;Noord-Brabant;PV30;Noordoost-Brabant;ES27;22233000.0;6825440.763765428;3657000.0;823000.0;555000.0;380011.8884316415;3410000.0;695017.3913043479;9044053.639846744;364342.5486053442;342016.6394779772;29378.123468887803;47000.0;39000.0;290046.914880088;69000.0;38578470.043501414;10224837.86627904;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2502470.0435014176;135837.8662790404;res+thema;0.0649;0.0133;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1409;65;718;2100;33;96;1173;53;20.11935208866155;22.641509433962263
GM0757;Boxtel;51.581153723050704;5.324041248952098;1024.08;428.71;1071.77;10717.72;0.0;1452.79;403.59;Kansrijk;33.0;1762.99;0.0;0.0;1762.99;489.72;5600.0;Noord-Brabant;PV30;Noordoost-Brabant;ES27;3729000.0;70385268.43921623;13182000.0;14070000.0;12527000.0;1346047.0964791952;10118000.0;2118050.0;218039.59131545338;6365380.342924137;851048.2871125612;136048.22565969062;225000.0;301000.0;1210160.3706343551;583000.0;127475365.53569542;9889676.817646196;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;3938365.535695421;184676.81764619672;res+thema;0.0309;0.0187;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2095;154;1013;3154;62;244;2083;139;0.5760921747479597;10.79136690647482
GM0758;Breda;51.5851205013517;4.761441452544789;4276.55;641.43;1603.57;16035.68;0.0;4917.98;1366.21;Kansrijk;36.0;1923.26;0.0;0.0;1923.26;534.24;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;12772000.0;108653519.55128205;135256554.99438834;79118337.72538142;16855000.0;26299000.0;90540685.38238141;22523333.333333336;19167000.0;8874000.0;7483000.0;1690000.0;1703000.0;1969000.0;8218000.0;1866000.0;492018430.9867665;50970000.0;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;9297430.986766541;0.0;res+thema;0.0189;0.0;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;17416;511;12618;22186;320;696;15774;417;10.409534677317104;22.54196642685851
