gemeentecode;gemeentenaam;latitude;longitude;pv_potentie_dak_tj;pv_potentie_veld_lbg4_tj;pv_potentie_veld_lbg10_tj;pv_potentie_veld_lbg100_tj;pv_potentie_water_tj;pv_potentie_totaal_tj;pv_potentie_totaal_gwh;pv_kans2030;wind_potentie_land_aantal;wind_potentie_land_tj;wind_potentie_water_aantal;wind_potentie_water_tj;wind_potentie_totaal_tj;wind_potentie_totaal_gwh;wind_vermogen_per_turbine_kw;province;provinciecode;res_regio;res_regiocode;elec_verbruik_a_kwh;elec_verbruik_bf_kwh;elec_verbruik_gi_kwh;elec_verbruik_hj_kwh;elec_verbruik_kl_kwh;elec_verbruik_mn_kwh;elec_verbruik_oq_kwh;elec_verbruik_ru_kwh;gas_verbruik_a_m3;gas_verbruik_bf_m3;gas_verbruik_gi_m3;gas_verbruik_hj_m3;gas_verbruik_kl_m3;gas_verbruik_mn_m3;gas_verbruik_oq_m3;gas_verbruik_ru_m3;elec_verbruik_totaal_kwh;gas_verbruik_totaal_m3;elec_eenheid;gas_eenheid;energie_bron;energie_bron_url;elec_bijgeschat_kwh;gas_bijgeschat_m3;bijschatting_niveaus;elec_bijgeschat_aandeel;gas_bijgeschat_aandeel;pv_potentie_bron;pv_potentie_bron_url;wind_potentie_bron;wind_potentie_bron_url;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0294;Winterswijk;51.96985391830993;6.725861673363647;1395.0;1497.79;3744.48;37444.83;0.0;2892.79;803.62;Kansrijk;65.0;3773.95;0.0;0.0;3773.95;1048.32;5600.0;Gelderland;PV25;Achterhoek;ES07;6974185.351270553;18907848.198253527;19200000.0;6106090.909090909;1419000.0;1162125.986234682;8724149.20071048;2204000.0;399000.0;1424622.550972756;2272118.4307920057;141000.0;192352.55956284155;126087.83783783784;3230097.6909413855;503000.0;64697399.645560145;8288279.070106827;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1065399.645560149;162279.0701068267;res+thema;0.0165;0.0196;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1695;125;738;2653;48;201;1551;118;9.284332688588007;5.932203389830509
GM0296;Wijchen;51.816735034926445;5.7019133765940415;1410.66;613.32;1533.3;15332.98;0.0;2023.98;562.26;Kansrijk;22.0;1248.31;0.0;0.0;1248.31;346.75;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;6215000.0;59322844.486333646;17073113.61344538;11219000.0;6759000.0;2385000.0;6743038.888888889;4651511.737089202;264942.85714285716;16753387.330316743;1732000.0;510000.0;410000.0;183000.0;949000.0;465000.0;114368508.72575712;21267330.1874596;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;5852508.725757116;303330.1874595992;res+thema;0.0512;0.0143;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2877;234;1866;3868;149;317;2415;185;19.130434782608695;26.486486486486488
GM0297;Zaltbommel;51.79229069992803;5.158440498812823;1176.29;732.86;1832.16;18321.6;0.0;1909.15;530.36;Kansrijk;38.0;2428.47;0.0;0.0;2428.47;674.58;5600.0;Gelderland;PV25;FruitdeltaRivierenland;ES11;162813126.03305784;47158329.6875;21630000.0;22935266.666666668;2471000.0;5183000.0;7680000.0;2105000.0;143393000.0;16248000.0;1642249.3966210783;288000.0;250532.44254716352;314126.0613977792;788115.5046826223;299000.0;271975722.3872245;163223023.40524867;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;806722.3872245179;102023.40524864302;res+thema;0.003;0.0006;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;3063;223;1565;4531;116;339;2482;234;23.408541498791298;-4.700854700854701
GM0299;Zevenaar;51.924102897464294;6.0852345095520155;1460.89;951.61;2379.03;23790.26;0.0;2412.5;670.19;Kansrijk;53.0;3077.22;5.0;425.38;3502.6;972.95;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;4863000.0;77021000.0;20627125.042016808;22664000.0;4548000.0;1990000.0;12320041.787439615;4107000.0;282000.0;40161731.57874459;1603000.0;94000.0;343000.0;307000.0;1522000.0;647000.0;148140166.82945642;44959731.57874459;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;166.82945642024927;569731.57874459;res+thema;0.0;0.0127;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2206;108;1589;2963;76;145;2274;102;-2.990325417766051;5.882352941176471
GM0301;Zutphen;52.136346651816204;6.233950128949814;1086.84;260.29;650.73;6507.34;0.0;1347.13;374.23;Kansrijk;8.0;427.39;0.0;0.0;427.39;118.72;5600.0;Gelderland;PV25;Cleantech;ES12;1657043.4782608696;82325399.1702151;21631000.0;10854125.468164794;2909638.157894737;3301000.0;20242354.055654235;3775000.0;722000.0;2197773.104808007;1969000.0;136000.0;343192.3620933522;599967.7243323494;5496000.0;743000.0;146695560.33018973;12206933.191233708;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;10149560.330189724;329933.1912337087;res+thema;0.0692;0.027;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1729;134;1208;2249;104;162;1692;133;2.186761229314421;0.7518796992481203
GM0302;Nunspeet;52.338956041275296;5.7865934026354395;902.22;371.86;929.64;9296.41;0.0;1274.08;353.94;Kansrijk;117.0;6223.9;0.0;0.0;6223.9;1728.86;5600.0;Gelderland;PV25;Noord-Veluwe;ES10;2529170.5069124424;36044589.09043871;20905000.0;16342000.0;2222345.4545454546;1138038.176100629;6898130.551816959;2638258.064516129;224170.5069124424;13519812.949640287;2371000.0;71156.71641791044;328172.7272727273;179938.679245283;1085000.0;408000.0;88717531.84433031;18187251.57948865;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1724531.8443303239;1061251.579488651;res+thema;0.0194;0.0584;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1935;111;1115;3126;60;173;2186;112;-11.482159194876488;-0.8928571428571429
GM0303;Dronten;52.502290865207094;5.7017796426825145;1958.05;4489.58;11223.96;112239.62;10.07;6457.7;1793.95;Kansrijk;246.0;15689.22;195.0;16589.66;32278.88;8966.36;5600.0;Flevoland;PV24;Flevoland;ES06;33614000.0;41626433.6492891;22833322.301425662;24332066.603235014;2654986.9375907113;2188110.585197935;21264881.338742394;7945094.392523364;2270000.0;2740000.0;2249100.305498982;111066.60323501428;195000.0;202000.0;1692080.1217038538;744094.3925233645;156458895.8080042;10203341.422961215;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;924895.8080041796;341.4229612143835;res+thema;0.0059;0.0;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2121;135;838;4158;26;276;2546;155;-16.69285153181461;-12.903225806451612
GM0307;Amersfoort;52.17364980761049;5.384696212744948;2760.82;259.52;648.81;6488.11;0.0;3020.34;839.05;Kansrijk;13.0;694.51;0.0;0.0;694.51;192.92;5600.0;Utrecht;PV26;Amersfoort;ES13;1932000.0;45904114.052953154;86594000.0;47738000.0;19509436.91148776;28281000.0;72828577.16223855;18002000.0;433727.2727272727;3000806.517311609;6421000.0;2104000.0;1884000.0;2667524.1210139003;9667046.353872243;2635539.7849462368;320789128.1266795;28813644.049871262;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;7275128.126679468;334644.0498712627;res+thema;0.0227;0.0116;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;25813;581;19135;30801;194;771;18718;343;37.90469067208035;69.38775510204081
GM0308;Baarn;52.20383396492038;5.26414158930504;481.42;109.45;273.62;2736.24;0.0;590.87;164.14;Kansrijk;20.0;1068.48;0.0;0.0;1068.48;296.8;5600.0;Utrecht;PV26;Amersfoort;ES13;657000.0;7005777.3595607;12345000.0;2612000.0;2601792.843691149;2373000.0;11123083.097795364;2201000.0;162272.72727272726;982550.387996597;1363000.0;270000.0;230307.35930735932;515099.3458708095;2359742.2272470323;547092.4731182796;40918653.301047206;6430064.520812806;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1862653.3010472134;176064.5208128048;res+thema;0.0455;0.0274;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;883;18;439;1285;7;29;895;20;-1.3407821229050279;-10.0
GM0310;De Bilt;52.141732598309645;5.17431243364068;1031.96;403.06;1007.65;10076.53;0.0;1435.02;398.65;Kansrijk;31.0;1629.43;0.0;0.0;1629.43;452.62;5600.0;Utrecht;PV26;U16;ES14;2460000.0;9357396.072013095;15765071.28412538;14511000.0;3850066.5425779433;28344052.599086307;12550153.590548273;4294162.088628033;436000.0;3824975.061233578;1309071.2841253793;94000.0;453890.07198970794;667052.599086307;2301056.673435481;479000.0;91131902.17697905;9565045.689870453;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1271902.1769790296;3982045.689870453;res+thema;0.014;0.4163;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1943;122;940;2946;60;182;1785;102;8.8515406162465;19.607843137254903
GM0312;Bunnik;52.04091567451226;5.216943924795589;514.62;396.48;991.21;9912.05;0.0;911.1;253.1;Kansrijk;19.0;1074.12;0.0;0.0;1074.12;298.37;5600.0;Utrecht;PV26;U16;ES14;3666000.0;12852681.87391481;14991027.300303336;6494000.0;2645015.8213122385;1805016.9156686012;6539624.330810411;943186.5012539208;226000.0;166350.70140280563;3048027.3003033367;26173.91304347826;435015.82131223823;219016.91566860105;581016.4297581688;219000.0;49936552.74326332;4920601.081488629;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;478552.74326331745;21601.081488628617;res+thema;0.0096;0.0044;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;548;25;204;1317;10;59;861;41;-36.35307781649245;-39.02439024390244
GM0313;Bunschoten;52.238705515616346;5.358033863764144;606.86;376.79;941.98;9419.85;0.0;983.65;273.26;Kansrijk;18.0;1045.09;8.0;680.6;1725.69;479.36;5600.0;Utrecht;PV26;Amersfoort;ES13;9126000.0;67887190.86081105;12477000.0;3116000.0;2533201.5065913373;3783000.0;4289034.482758621;2260000.0;443363.63636363635;6456868.239062621;2708000.0;75970.58823529411;105000.0;237046.19787408013;319064.53653906996;656062.3655913979;105471426.85016102;11001375.563666102;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1564426.8501610127;6638375.5636661;res+thema;0.0148;0.6034;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;765;77;338;2201;41;264;1607;219;-52.39576851275669;-64.84018264840182
GM0317;Eemnes;52.249875382206156;5.279663307022453;245.36;359.73;899.33;8993.34;0.0;605.09;168.09;Kansrijk;27.0;1442.45;5.0;425.38;1867.83;518.84;5600.0;Utrecht;PV26;Amersfoort;ES13;1050000.0;2547524.4450746346;5136000.0;5869000.0;1158917.1374764596;619000.0;2269027.1339739966;1359750.0;325454.54545454547;3182888.006264663;515000.0;26205.882352941175;60722.943722943724;78037.20359771056;119968.81563730093;99035.48387096774;20009218.71652509;4407312.880901072;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;904218.7165250906;3458312.880901072;res+thema;0.0452;0.7847;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;842;67;11;1628;1;112;758;45;11.08179419525066;48.888888888888886
GM0321;Houten;52.00409512866443;5.181715258838068;1120.97;539.48;1348.7;13487.02;0.0;1660.45;461.27;Kansrijk;31.0;1770.85;0.0;0.0;1770.85;491.9;5600.0;Utrecht;PV26;U16;ES14;7806000.0;19497455.97381342;20872085.43983822;12606000.0;6774052.582596557;3919048.5245091985;11646823.887760753;3694962.6630427595;4145000.0;3982774.4377644183;1479085.4398382204;468000.0;357269.7771666923;341048.5245091987;1381047.9970463356;571000.0;86816429.0715609;12725226.176324867;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1252429.0715609093;4018226.1763248653;res+thema;0.0144;0.3158;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;14330;608;992;27284;58;1142;9582;170;49.55124191191818;257.6470588235294
GM0327;Leusden;52.12222390978251;5.416445309358438;783.92;374.54;936.36;9363.57;0.0;1158.46;321.82;Kansrijk;36.0;1896.55;0.0;0.0;1896.55;526.82;5600.0;Utrecht;PV26;Amersfoort;ES13;2755000.0;8702783.5649282;13334000.0;8645000.0;3865000.0;7273000.0;8313096.664782363;2271250.0;553545.4545454546;458429.80226352834;1482000.0;128534.88372093024;415000.0;360099.3458708095;1581189.9378179763;458089.24731182796;55159130.229710564;5436888.671530527;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;406130.2297105642;492888.6715305268;res+thema;0.0074;0.0907;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1558;40;753;2527;17;64;1184;32;31.58783783783784;25.0
GM0331;Lopik;51.98535811892653;4.945522854302366;681.16;983.39;2458.48;24584.83;0.0;1664.55;462.41;Kansrijk;68.0;4313.74;0.0;0.0;4313.74;1198.26;5600.0;Utrecht;PV26;U16;ES14;5229000.0;16043580.22056314;5991027.805864509;1581000.0;689015.3559795254;1075010.124706754;5404308.657928743;720192.2454011885;392000.0;1214815.631262525;345027.8058645096;99347.82608695653;112282.32430531722;75010.12470675392;383008.1225770722;80000.0;36733134.41044386;2701491.8348031347;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;306134.4104438613;89491.8348031345;res+thema;0.0083;0.0331;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1931;177;587;3351;56;308;1650;159;17.03030303030303;11.320754716981131
GM0335;Montfoort;52.047708427799435;4.944047985045595;490.11;475.48;1188.71;11887.11;0.0;965.59;268.24;Kansrijk;28.0;1757.45;0.0;0.0;1757.45;488.18;5600.0;Utrecht;PV26;U16;ES14;3148000.0;9557299.755123597;9364032.861476239;1865000.0;996018.6133085156;632010.2481787875;2312322.687834595;680591.096571735;244000.0;569889.7795591182;953032.8614762386;116065.21739130435;121018.61330851559;152010.2481787875;270231.2897125821;103000.0;28555275.26249347;2529248.0096265464;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;328275.26249346806;51248.00962654636;res+thema;0.0115;0.0203;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1371;117;543;2220;46;188;1211;103;13.212221304706853;13.592233009708737
GM0339;Renswoude;52.06894742550261;5.534162727478301;314.11;202.61;506.54;5065.35;0.0;516.72;143.54;Kansrijk;7.0;347.26;0.0;0.0;347.26;96.46;5600.0;Utrecht;PV26;Foodvalley;ES09;2516000.0;5133648.625057903;3435000.0;690000.0;344000.0;606000.0;742000.0;134014.97695852534;201000.0;296618.9493848081;244000.0;80982.24852071005;195549.1990846682;70014.7261849977;49012.70053475936;42029.95391705069;13600663.602016427;1179207.777626994;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;328663.6020164287;180207.77762699407;res+thema;0.0242;0.1528;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;866;61;595;1141;42;80;721;50;20.110957004160888;22.0
GM0340;Rhenen;51.980767400000175;5.560529912083471;582.55;258.98;647.45;6474.55;0.0;841.53;233.78;Kansrijk;26.0;1362.31;0.0;0.0;1362.31;378.42;5600.0;Utrecht;PV26;Foodvalley;ES09;2662000.0;9159513.450811796;8544000.0;1255000.0;828000.0;624000.0;3816000.0;4194044.930875576;152000.0;4575434.575996464;935000.0;67556.21301775148;411304.347826087;94057.98435342844;486049.46524064173;847089.861751152;31082558.381687373;7568492.448185525;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;873558.381687372;451492.4481855242;res+thema;0.0281;0.0597;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1319;64;312;2320;13;112;1315;62;0.3041825095057034;3.225806451612903
GM0342;Soest;52.156190809637145;5.296288734180988;1088.16;136.18;340.44;3404.44;0.0;1224.34;340.12;Kansrijk;21.0;1121.9;0.0;0.0;1121.9;311.64;5600.0;Utrecht;PV26;Amersfoort;ES13;1237000.0;26842807.535641547;20319000.0;18345000.0;2636000.0;3515000.0;18451149.236856982;5851000.0;255090.9090909091;3512389.00203666;2118000.0;145000.0;349969.69696969696;436159.8528209321;3826924.8162803845;1144150.5376344086;97196956.77249853;11787684.814832991;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;6956.772498529207;289684.81483299105;res+thema;0.0001;0.0246;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2249;183;1561;2917;125;237;2157;169;4.265183124710246;8.284023668639053
GM0344;Utrecht;52.091137977132114;5.074754301763049;5222.2;308.95;772.38;7723.85;0.0;5531.15;1536.55;Kansrijk;19.0;1074.12;0.0;0.0;1074.12;298.37;5600.0;Utrecht;PV26;U16;ES14;3107000.0;195834774.14075288;221099736.60262892;162004000.0;95932293.15960912;64818420.91616249;234397611.4085287;37707553.39254993;179000.0;12290000.0;11832736.602628918;1334000.0;2811293.1596091203;2666667.951735612;33727437.14232971;4685000.0;1014901389.6202319;69526134.85630336;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;14961389.620232033;790134.8563033531;res+thema;0.0147;0.0114;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;13239;812;10926;15466;520;1098;15910;1083;-16.78818353236958;-25.023084025854107
