"RES-regio's";"Totaal bekend energieverbruik (aardgas, elektriciteit, stadswarmte, verkeer/vervoer, overige warmte)|2023";"Totaal bekend energieverbruik (aardgas, elektriciteit, stadswarmte, verkeer/vervoer, overige warmte)|2024";"Totaal elektriciteitsverbruik woningen, geleverd via openbaar net|2023";"Totaal elektriciteitsverbruik woningen, geleverd via openbaar net|2024";"Totaal elektriciteitsverbruik woningen incl. zonnestroom achter de meter excl. laden auto's|2023";"Totaal elektriciteitsverbruik woningen incl. zonnestroom achter de meter excl. laden auto's|2024";"Totaal aardgasverbruik woningen (weergecorrigeerd)|2023";"Totaal aardgasverbruik woningen (weergecorrigeerd)|2024";"Totaal aardgasverbruik bedrijven/instellingen (excl. SBI D)|2023";"Totaal aardgasverbruik bedrijven/instellingen (excl. SBI D)|2024";"Totaal aardgasverbruik bedrijven/instellingen (incl. SBI D)|2023";"Totaal aardgasverbruik bedrijven/instellingen (incl. SBI D)|2024";"Totaal elektriciteitsverbruik bedrijven en instellingen, geleverd via openbaar net|2023";"Totaal elektriciteitsverbruik bedrijven en instellingen, geleverd via openbaar net|2024";"Totaal elektriciteitsverbruik bedrijven en instellingen, incl. zonnestroom achter de meter|2023";"Totaal elektriciteitsverbruik bedrijven en instellingen, incl. zonnestroom achter de meter|2024";"Totaal aardgasverbruik bedrijven/instellingen (excl. SBI D)|2023";"Totaal aardgasverbruik bedrijven/instellingen (excl. SBI D)|2024";"Totaal aardgasverbruik bedrijven/instellingen (incl. SBI D)|2023";"Totaal aardgasverbruik bedrijven/instellingen (incl. SBI D)|2024";"Totaal elektriciteitsverbruik bedrijven en instellingen, geleverd via openbaar net|2023";"Totaal elektriciteitsverbruik bedrijven en instellingen, geleverd via openbaar net|2024";"Totaal elektriciteitsverbruik bedrijven en instellingen, incl. zonnestroom achter de meter|2023";"Totaal elektriciteitsverbruik bedrijven en instellingen, incl. zonnestroom achter de meter|2024";"Aardgasverbruik Gebouwde omgeving|2023";"Aardgasverbruik Gebouwde omgeving|2024";"Elektriciteitsverbruik Gebouwde omgeving|2023";"Elektriciteitsverbruik Gebouwde omgeving|2024";"Verbruik stadswarmte Gebouwde omgeving|2023";"Verbruik stadswarmte Gebouwde omgeving|2024";"Aardgasverbruik Diensten (SBI G-U)|2023";"Aardgasverbruik Diensten (SBI G-U)|2024";"Elektriciteitsverbruik Diensten (SBI G-U)|2023";"Elektriciteitsverbruik Diensten (SBI G-U)|2024";"Geladen elektriciteit elektrische auto's bij (semi)publieke laadpunten|2023";"Geladen elektriciteit elektrische auto's bij (semi)publieke laadpunten|2024";"Totaal bekend aardgasverbruik Industrie, Energie, Afval en Water (excl. Energievoorziening, SBI D)|2023";"Totaal bekend aardgasverbruik Industrie, Energie, Afval en Water (excl. Energievoorziening, SBI D)|2024";"Totaal bekend elektriciteitsverbruik Industrie, Energie, Afval en Water|2023";"Totaal bekend elektriciteitsverbruik Industrie, Energie, Afval en Water|2024";"Aardgas geleverd aan Landbouw, bosbouw en visserij (SBI A)|2023";"Aardgas geleverd aan Landbouw, bosbouw en visserij (SBI A)|2024";"Elektriciteit geleverd aan Landbouw, bosbouw en visserij (SBI A)|2023";"Elektriciteit geleverd aan Landbouw, bosbouw en visserij (SBI A)|2024"
"Drechtsteden";"?";"?";306,3;312,1;334,0;341,1;104,5;106,8;"?";"?";118,3;109,8;870,2;835,1;896,7;866,0;"?";"?";118291000;109819000;870181000;835136000;896740000;865960000;141;141;"?";"";248;297;37;34;"?";"?";22049397;"";"?";"?";"?";"?";1637000;2403000;7420000;2794000
