0,0,6.8
1,0,7
2,0,7.2
3,0,7.6
4,0,7.9
5,0,9
6,0,10.5
7,0,11.5
8,0,11.3
9,0.019219,11.2
10,0.048048,11.7
11,0.028829,11.8
12,0.019219,11.7
13,0.021622,11.2
14,0.019219,10.7
15,0.0048048,11.1
16,0,11.2
17,0,11.6
18,0,12.7
19,0,12.2
20,0,12.1
21,0,10.7
22,0,10.3
23,0,9.3
24,0,9.8
25,0,10.4
26,0,10.9
27,0,10.8
28,0,10.6
29,0,10.6
30,0,10.2
31,0,9.7
32,0,9.1
33,0.012012,9.9
34,0.019219,9.4
35,0.05045,10.1
36,0.06006,10.6
37,0.076877,10.2
38,0.033634,9.7
39,0.014414,9.1
40,0.0024024,8.9
41,0,8.8
42,0,8.6
43,0,8.1
44,0,8.4
45,0,8.1
46,0,8
47,0,8.2
48,0,8.3
49,0,8.1
50,0,8.1
51,0,7.8
52,0,7.7
53,0,7.3
54,0,7.3
55,0,7.3
56,0,7.1
57,0.012012,7.5
58,0.019219,7.9
59,0.052853,8.4
60,0.10811,9.1
61,0.072072,8.9
62,0.033634,8.3
63,0.028829,8.1
64,0.0072072,8.1
65,0,7
66,0,6.3
67,0,6.3
68,0,6.7
69,0,6.9
70,0,7
71,0,7.2
72,0,7.5
73,0,7.6
74,0,7.6
75,0,8.4
76,0,8.8
77,0,8.6
78,0,8.2
79,0,7.7
80,0,6.7
81,0.0096096,6.3
82,0.014414,5.9
83,0.021622,6.3
84,0.024024,6.4
85,0.0072072,7.4
86,0.021622,7.2
87,0.012012,7
88,0.0024024,6.7
89,0,6.8
90,0,6.8
91,0,6.9
92,0,6.9
93,0,6.8
94,0,5.9
95,0,5.6
96,0,5.1
97,0,4.7
98,0,4.5
99,0,4.3
100,0,4.1
101,0,3.8
102,0,3.7
103,0,3.4
104,0,3.4
105,0.0048048,3.4
106,0.028829,3.8
107,0.021622,3.9
108,0.012012,3.7
109,0.014414,3.6
110,0.012012,3.5
111,0.0072072,3.5
112,0.0024024,3.5
113,0,3.4
114,0,3.1
115,0,2.5
116,0,1.8
117,0,1.5
118,0,1.1
119,0,1
120,0,0.7
121,0,0.4
122,0,0.6
123,0,0.5
124,0,0.4
125,0,0.4
126,0,0.5
127,0,0.5
128,0,0.3
129,0.0096096,0.1
130,0.019219,0.1
131,0.076877,0.3
