Woningtype;Bouwperiode;Eigendomstype;Schillabel;Population;slope_space_heating;constant_space_heating;slope_residents;constant_residents
1;0;0;A;1;4.733451816;994.7577883;0.002665439;2.272501545
1;0;0;B;1;4.733451816;994.7577883;0.001874177;2.50069353
1;0;0;C;1;4.733451816;994.7577883;0.002632328;2.264368579
1;0;0;D;1;4.733451816;937.971489;0.003625704;2.0856346
1;0;0;E;1;4.733451816;1121.26063;0.002904602;2.231943987
1;0;0;F;1;4.733451816;1037.945275;0.003479577;2.028547469
1;0;0;G;1;4.733451816;961.3381899;0.004351187;1.881594839
1;0;1;A;1;4.973885227;997.6533984;0.005699477;1.549454838
1;0;1;B;1;4.973885227;997.6533984;0.005699477;1.549454838
1;0;1;C;1;4.973885227;997.6533984;0.005699477;1.549454838
1;0;1;D;1;4.973885227;997.6533984;0.005699477;1.549454838
1;0;1;E;1;4.973885227;997.6533984;0.005126288;1.584240471
1;0;1;F;1;4.973885227;997.6533984;0.0045531;1.619026104
1;0;1;G;1;4.973885227;1060.599112;0.004362625;1.737154138
1;0;2;A;1;0.728813894;1387.873931;0.002665439;2.272501545
1;0;2;B;1;0.728813894;1387.873931;0.001874177;2.50069353
1;0;2;C;1;0.728813894;1387.873931;0.002632328;2.264368579
1;0;2;D;1;0.728813894;1387.873931;0.003625704;2.0856346
1;0;2;E;1;0.728813894;1387.873931;0.002904602;2.231943987
1;0;2;F;1;0.728813894;1387.873931;0.003479577;2.028547469
1;0;2;G;1;0.728813894;1387.873931;0.004351187;1.881594839
1;1;0;A;1;4.716436993;1128.81411;0.004731834;2.259686364
1;1;0;B;1;4.716436993;1128.81411;0.003058112;2.3020425
1;1;0;C;1;4.716436993;1128.81411;0.003051588;2.329643977
1;1;0;D;1;4.716436993;1040.111954;0.003176732;2.249740098
1;1;0;E;1;4.716436993;1300.801492;0.002533665;2.303322136
1;1;0;F;1;4.716436993;1110.48174;0.00328909;2.143883006
1;1;0;G;1;4.716436993;1017.761143;0.004709607;1.903151116
1;1;1;A;1;4.015657116;1362.720047;0.006844505;1.481061868
1;1;1;B;1;4.015657116;1362.720047;0.006844505;1.481061868
1;1;1;C;1;4.015657116;1362.720047;0.006844505;1.481061868
1;1;1;D;1;4.015657116;1362.720047;0.006844505;1.481061868
1;1;1;E;1;4.015657116;1362.720047;0.004848898;1.728872537
1;1;1;F;1;4.015657116;1362.720047;0.002853291;1.976683207
1;1;1;G;1;4.015657116;1362.720047;0.006126681;1.478861753
1;1;2;A;1;4.403672751;1217.131384;0.004731834;2.259686364
1;1;2;B;1;4.403672751;1217.131384;0.003058112;2.3020425
1;1;2;C;1;4.403672751;1217.131384;0.003051588;2.329643977
1;1;2;D;1;4.403672751;1217.131384;0.003176732;2.249740098
1;1;2;E;1;4.403672751;1237.887804;0.002533665;2.303322136
1;1;2;F;1;4.403672751;1258.644224;0.00328909;2.143883006
1;1;2;G;1;4.403672751;1279.400644;0.004709607;1.903151116
1;2;0;A;1;5.886775932;721.4151374;0.001745415;2.554320786
1;2;0;B;1;5.886775932;721.4151374;0.001797352;2.520305407
1;2;0;C;1;5.886775932;721.4151374;0.002986738;2.217452193
1;2;0;D;1;5.886775932;955.2524103;0.002623395;2.212269353
1;2;0;E;1;5.886775932;926.5342887;0.003651171;2.03664313
1;2;0;F;1;5.886775932;863.2984466;0.004837365;1.826949736
1;2;0;G;1;5.886775932;881.8061189;0.005165341;1.884846677
1;2;1;A;1;6.52642333;751.8114463;0.002799672;1.974581511
1;2;1;B;1;6.52642333;751.8114463;0.002799672;1.974581511
1;2;1;C;1;6.52642333;751.8114463;0.002799672;1.974581511
1;2;1;D;1;6.52642333;751.8114463;0.005713371;1.373849151
1;2;1;E;1;6.52642333;751.8114463;0.002599453;2.210311898
1;2;1;F;1;6.52642333;848.4515529;0.006931722;1.493059762
1;2;1;G;1;6.52642333;848.4515529;0.005185559;1.688137266
1;2;2;A;1;2.601679923;1024.525929;0.001473239;1.87107071
1;2;2;B;1;2.601679923;1024.525929;0.001473239;1.87107071
1;2;2;C;1;2.601679923;1024.525929;0.001473239;1.87107071
1;2;2;D;1;2.601679923;973.0282727;0.006478923;1.078810164
1;2;2;E;1;2.601679923;1090.61541;0.004086916;1.496583235
1;2;2;F;1;2.601679923;1210.685009;0.009974435;0.859672619
1;2;2;G;1;2.601679923;1315.736984;0.009974435;0.859672619
1;3;0;A;1;5.666476096;810.5474731;0.000251563;2.828338734
1;3;0;B;1;5.666476096;810.5474731;0.002394957;2.24471854
1;3;0;C;1;5.666476096;810.5474731;0.002609376;2.064141276
1;3;0;D;1;5.666476096;899.5787684;0.00374435;1.884737546
1;3;0;E;1;5.666476096;956.2118912;0.003372858;1.958483667
1;3;0;F;1;5.666476096;926.9303457;0.003867197;2.005140067
1;3;0;G;1;5.666476096;926.9303457;0.005898767;1.6575311
1;3;1;A;1;5.666476096;810.5474731;0.004687738;2.021413549
1;3;1;B;1;5.666476096;810.5474731;0.004687738;2.021413549
1;3;1;C;1;5.666476096;810.5474731;0.004687738;2.021413549
1;3;1;D;1;5.666476096;899.5787684;0.004665592;1.749617494
1;3;1;E;1;5.666476096;956.2118912;0.004992978;1.670262055
1;3;1;F;1;5.666476096;926.9303457;0.001787306;2.360874076
1;3;1;G;1;5.666476096;926.9303457;0.001787306;2.360874076
1;3;2;A;1;5.666476096;810.5474731;0.000251563;2.828338734
1;3;2;B;1;5.666476096;810.5474731;0.002394957;2.24471854
1;3;2;C;1;5.666476096;810.5474731;0.002609376;2.064141276
1;3;2;D;1;5.666476096;899.5787684;0.00374435;1.884737546
1;3;2;E;1;5.666476096;956.2118912;0.003372858;1.958483667
1;3;2;F;1;5.666476096;926.9303457;0.003867197;2.005140067
1;3;2;G;1;5.666476096;926.9303457;0.005898767;1.6575311
1;4;0;A;1;5.190991391;751.2112018;0.00234159;2.132078211
1;4;0;B;1;5.190991391;751.2112018;0.002269426;2.19051876
1;4;0;C;1;5.190991391;896.7611825;0.002818672;2.113690925
1;4;0;D;1;5.190991391;1000.696346;0.002718214;2.234596922
1;4;0;E;1;5.190991391;1000.696346;0.00327961;2.034637474
1;4;0;F;1;5.190991391;1000.696346;0.002633143;2.319208333
1;4;0;G;1;5.190991391;1000.696346;0.003111697;2.221750752
1;4;1;A;1;6.401716501;626.2523097;0.00435492;1.879337404
1;4;1;B;1;6.401716501;626.2523097;0.00435492;1.879337404
1;4;1;C;1;6.401716501;626.2523097;0.003496302;2.040384176
1;4;1;D;1;6.401716501;626.2523097;0.007705663;1.135911349
1;4;1;E;1;6.401716501;626.2523097;0.007705663;1.135911349
1;4;1;F;1;6.401716501;626.2523097;0.007705663;1.135911349
1;4;1;G;1;6.401716501;626.2523097;0.007705663;1.135911349
1;4;2;A;1;4.72683646;322.7102371;0.00234159;2.132078211
1;4;2;B;1;4.72683646;322.7102371;0.002269426;2.19051876
1;4;2;C;1;4.72683646;709.0855545;0.002818672;2.113690925
1;4;2;D;1;4.72683646;709.0855545;0.002718214;2.234596922
1;4;2;E;1;4.72683646;709.0855545;0.00327961;2.034637474
1;4;2;F;1;4.72683646;709.0855545;0.002633143;2.319208333
1;4;2;G;1;4.72683646;709.0855545;0.003111697;2.221750752
1;5;0;A;1;6.139346772;481.235937;0.002976446;2.159758916
1;5;0;B;1;6.139346772;509.8753645;0.002517866;2.189634992
1;5;0;C;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;0;D;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;0;E;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;0;F;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;0;G;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;1;A;1;6.139346772;481.235937;0.005999818;1.465207315
1;5;1;B;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;1;C;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;1;D;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;1;E;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;1;F;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;1;G;1;6.139346772;509.8753645;0.005999818;1.465207315
1;5;2;A;1;6.139346772;481.235937;0.002976446;2.159758916
1;5;2;B;1;6.139346772;509.8753645;0.002517866;2.189634992
1;5;2;C;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;2;D;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;2;E;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;2;F;1;6.139346772;509.8753645;0.004572002;1.928744703
1;5;2;G;1;6.139346772;509.8753645;0.004572002;1.928744703
1;6;0;A;1;4.986670972;602.3984447;0.002758855;2.241761584
1;6;0;B;1;4.986670972;738.7878748;0.002780091;2.211323439
1;6;0;C;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;0;D;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;0;E;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;0;F;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;0;G;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;1;A;1;4.986670972;602.3984447;0.000631438;2.756668958
1;6;1;B;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;1;C;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;1;D;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;1;E;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;1;F;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;1;G;1;4.986670972;738.7878748;0.000631438;2.756668958
1;6;2;A;1;4.986670972;602.3984447;0.002758855;2.241761584
1;6;2;B;1;4.986670972;738.7878748;0.002780091;2.211323439
1;6;2;C;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;2;D;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;2;E;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;2;F;1;4.986670972;738.7878748;0.003856158;2.107388211
1;6;2;G;1;4.986670972;738.7878748;0.003856158;2.107388211
1;7;0;A;1;5.770902709;379.5939021;0.001989456;2.526171382
1;7;0;B;1;5.770902709;528.1640573;0.002927966;2.294115092
1;7;0;C;1;5.770902709;528.1640573;0.000517478;2.581353946
1;7;0;D;1;5.770902709;528.1640573;0.000517478;2.581353946
1;7;0;E;1;5.770902709;528.1640573;0.000517478;2.581353946
1;7;0;F;1;5.770902709;528.1640573;0.000517478;2.581353946
1;7;0;G;1;5.770902709;528.1640573;0.000517478;2.581353946
1;7;1;A;1;5.770902709;379.5939021;0.002681902;2.245831595
1;7;1;B;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;1;C;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;1;D;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;1;E;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;1;F;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;1;G;1;5.770902709;528.1640573;0.006457898;1.615351531
1;7;2;A;1;5.191962636;228.1270529;0.001989456;2.526171382
1;7;2;B;1;5.191962636;228.1270529;0.002927966;2.294115092
1;7;2;C;1;5.191962636;228.1270529;0.000517478;2.581353946
1;7;2;D;1;5.191962636;228.1270529;0.000517478;2.581353946
1;7;2;E;1;5.191962636;228.1270529;0.000517478;2.581353946
1;7;2;F;1;5.191962636;228.1270529;0.000517478;2.581353946
1;7;2;G;1;5.191962636;228.1270529;0.000517478;2.581353946
1;8;0;A;1;5.282866896;461.7648082;0.002762109;2.547593355
1;8;0;B;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;0;C;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;0;D;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;0;E;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;0;F;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;0;G;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;1;A;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;B;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;C;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;D;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;E;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;F;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;1;G;1;5.282866896;461.7648082;0.003638789;2.054110117
1;8;2;A;1;5.282866896;461.7648082;0.002762109;2.547593355
1;8;2;B;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;2;C;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;2;D;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;2;E;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;2;F;1;5.282866896;461.7648082;0.004921277;2.134183147
1;8;2;G;1;5.282866896;461.7648082;0.004921277;2.134183147
1;9;0;A;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;B;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;C;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;D;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;E;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;F;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;0;G;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;1;A;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;B;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;C;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;D;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;E;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;F;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;1;G;1;6.500145347;281.898394;0.005262541;1.849936308
1;9;2;A;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;B;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;C;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;D;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;E;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;F;1;5.129182006;453.8967511;0.004072166;2.350125891
1;9;2;G;1;5.129182006;453.8967511;0.004072166;2.350125891
1;10;0;A;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;B;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;C;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;D;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;E;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;F;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;0;G;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;1;A;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;B;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;C;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;D;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;E;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;F;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;1;G;1;6.553041531;62.66825893;0.006951409;1.900262186
1;10;2;A;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;B;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;C;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;D;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;E;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;F;1;6.553041531;62.66825893;0.005268199;2.252468545
1;10;2;G;1;6.553041531;62.66825893;0.005268199;2.252468545
2;0;0;A;1;6.042320047;730.8168013;0.004994384;1.949357535
2;0;0;B;1;6.042320047;730.8168013;0.004994384;1.949357535
2;0;0;C;1;6.042320047;730.8168013;0.004994384;1.949357535
2;0;0;D;1;6.042320047;774.8315383;0.007052949;1.735633594
2;0;0;E;1;6.042320047;824.048124;0.004020067;1.913479665
2;0;0;F;1;6.042320047;905.6116806;0.005736487;1.973248012
2;0;0;G;1;6.042320047;777.6328825;0.00530505;1.82778959
2;0;1;A;1;7.236192234;507.1027203;0.004603849;1.511473725
2;0;1;B;1;7.236192234;507.1027203;0.004603849;1.511473725
2;0;1;C;1;7.236192234;507.1027203;0.004603849;1.511473725
2;0;1;D;1;7.236192234;507.1027203;0.004603849;1.511473725
2;0;1;E;1;7.236192234;507.1027203;0.004603849;1.511473725
2;0;1;F;1;7.236192234;575.9308264;0.004114249;1.578200655
2;0;1;G;1;7.236192234;644.7589326;0.00362465;1.644927584
2;0;2;A;1;3.614589688;632.8990194;0.009937347;1.061297341
2;0;2;B;1;3.614589688;645.3879046;0.003495347;1.478809115
2;0;2;C;1;3.614589688;667.8114384;0.004951804;1.395627545
2;0;2;D;1;3.614589688;777.755347;0.007586575;1.178753063
2;0;2;E;1;3.614589688;916.8453659;0.005073497;1.408852304
2;0;2;F;1;3.614589688;920.5845192;0.00727678;1.209489902
2;0;2;G;1;3.614589688;991.6953532;0.004966386;1.282702979
2;1;0;A;1;6.348022657;647.6646397;0.007817483;1.579001619
2;1;0;B;1;6.348022657;647.6646397;0.007817483;1.579001619
2;1;0;C;1;6.348022657;647.6646397;0.007817483;1.579001619
2;1;0;D;1;6.348022657;866.4306876;0.010521399;1.28730949
2;1;0;E;1;6.348022657;790.8931564;0.008439436;1.298879279
2;1;0;F;1;6.348022657;724.413841;0.009918145;1.311275518
2;1;0;G;1;6.348022657;733.6480877;0.008394618;1.523265054
2;1;1;A;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;B;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;C;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;D;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;E;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;F;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;1;G;1;5.577967953;985.5782686;0.008757806;1.196000783
2;1;2;A;1;2.457608273;661.4285398;0.011093891;0.747200307
2;1;2;B;1;2.457608273;873.6773735;0.007324241;1.160979135
2;1;2;C;1;2.457608273;861.6702694;0.015427053;0.578017283
2;1;2;D;1;2.457608273;909.404029;0.005537246;1.412012817
2;1;2;E;1;2.457608273;997.8234976;0;3
2;1;2;F;1;2.457608273;1128.009923;0.004014771;1.404844749
2;1;2;G;1;2.457608273;1062.466269;0.009814537;0.847550362
2;2;0;A;1;7.071197628;520.5368989;0.004909905;1.834726323
2;2;0;B;1;7.071197628;520.5368989;0.004909905;1.834726323
2;2;0;C;1;7.071197628;520.5368989;0.004909905;1.834726323
2;2;0;D;1;7.071197628;499.7000124;0.005731358;1.723085089
2;2;0;E;1;7.071197628;635.320252;0.008182132;1.545232954
2;2;0;F;1;7.071197628;539.9200422;0.009418965;1.378059977
2;2;0;G;1;7.071197628;512.8595191;0.008956458;1.373930499
2;2;1;A;1;3.569502848;1013.709577;0.014912268;0.374638633
2;2;1;B;1;3.569502848;1013.709577;0.014912268;0.374638633
2;2;1;C;1;3.569502848;1013.709577;0.014912268;0.374638633
2;2;1;D;1;3.569502848;1013.709577;0.014912268;0.374638633
2;2;1;E;1;3.569502848;1013.709577;0.014912268;0.374638633
2;2;1;F;1;3.569502848;1143.675207;0.00589472;1.290495051
2;2;1;G;1;3.569502848;1113.930879;0.012186106;0.589019937
2;2;2;A;1;3.576664278;579.7946204;0.009209921;1.122933796
2;2;2;B;1;3.576664278;682.9812482;0.009422642;1.016201047
2;2;2;C;1;3.576664278;693.7012484;0.007050098;1.288874583
2;2;2;D;1;3.576664278;788.6616965;0.007225055;1.252744914
2;2;2;E;1;3.576664278;911.1391835;0.008608501;1.086610387
2;2;2;F;1;3.576664278;1007.987211;0.00520582;1.336407099
2;2;2;G;1;3.576664278;997.5878573;0.005009943;1.218144198
2;3;0;A;1;5.272369995;591.5295461;0.007153783;1.585069744
2;3;0;B;1;5.272369995;591.5295461;0.007153783;1.585069744
2;3;0;C;1;5.272369995;591.5295461;0.007153783;1.585069744
2;3;0;D;1;5.272369995;680.9219991;0.008564609;1.446587739
2;3;0;E;1;5.272369995;904.6980132;0.010617419;1.031671973
2;3;0;F;1;5.272369995;904.6980132;0.010617419;1.031671973
2;3;0;G;1;5.272369995;904.6980132;0.010617419;1.031671973
2;3;1;A;1;5.945636728;533.8674873;0.014930556;0.333352987
2;3;1;B;1;5.945636728;533.8674873;0.014930556;0.333352987
2;3;1;C;1;5.945636728;533.8674873;0.014930556;0.333352987
2;3;1;D;1;5.945636728;712.9268857;0.015560378;0.112331583
2;3;1;E;1;5.945636728;712.9268857;0.015560378;0.112331583
2;3;1;F;1;5.945636728;712.9268857;0.015560378;0.112331583
2;3;1;G;1;5.945636728;712.9268857;0.015560378;0.112331583
2;3;2;A;1;4.20183207;560.2987585;0.00893158;1.007711838
2;3;2;B;1;4.20183207;584.2862155;0.014412919;0.55533182
2;3;2;C;1;4.20183207;651.8452668;0.014847872;0.347513702
2;3;2;D;1;4.20183207;786.565546;0.013778198;0.467817385
2;3;2;E;1;4.20183207;853.0300152;0.007451486;1.102829465
2;3;2;F;1;4.20183207;935.7927915;0.015923284;0.162326525
2;3;2;G;1;4.20183207;966.3321898;0;3
2;4;0;A;1;8.367774946;153.0523303;0.006379941;1.691496457
2;4;0;B;1;8.367774946;153.0523303;0.006379941;1.691496457
2;4;0;C;1;8.367774946;234.1458373;0.008453433;1.424996194
2;4;0;D;1;8.367774946;234.1458373;0.008453433;1.424996194
2;4;0;E;1;8.367774946;234.1458373;0.008453433;1.424996194
2;4;0;F;1;8.367774946;234.1458373;0.008453433;1.424996194
2;4;0;G;1;8.367774946;234.1458373;0.008453433;1.424996194
2;4;1;A;1;5.212635664;431.9636657;0.012520319;0.813285037
2;4;1;B;1;5.212635664;431.9636657;0.012520319;0.813285037
2;4;1;C;1;5.212635664;712.7488439;0.008129331;1.145279558
2;4;1;D;1;5.212635664;712.7488439;0.008129331;1.145279558
2;4;1;E;1;5.212635664;712.7488439;0.008129331;1.145279558
2;4;1;F;1;5.212635664;712.7488439;0.008129331;1.145279558
2;4;1;G;1;5.212635664;712.7488439;0.008129331;1.145279558
2;4;2;A;1;4.35486825;489.4924192;0.006027463;1.063677583
2;4;2;B;1;4.35486825;593.2420814;0.011971961;0.653199124
2;4;2;C;1;4.35486825;710.8013215;0.011297624;0.639988879
2;4;2;D;1;4.35486825;835.4286534;0.009159822;0.807370586
2;4;2;E;1;4.35486825;958.7128922;0.009027765;0.662692378
2;4;2;F;1;4.35486825;958.7128922;0.009027765;0.662692378
2;4;2;G;1;4.35486825;958.7128922;0.009027765;0.662692378
2;5;0;A;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;B;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;C;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;D;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;E;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;F;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;0;G;1;1.756531308;942.5807015;0.010197421;1.180493728
2;5;1;A;1;0;1143.493104;0.011956742;0.754073785
2;5;1;B;1;0;1143.493104;0.011956742;0.754073785
2;5;1;C;1;0;1143.493104;0.011956742;0.754073785
2;5;1;D;1;0;1143.493104;0.011956742;0.754073785
2;5;1;E;1;0;1143.493104;0.011956742;0.754073785
2;5;1;F;1;0;1143.493104;0.011956742;0.754073785
2;5;1;G;1;0;1143.493104;0.011956742;0.754073785
2;5;2;A;1;2.407820119;642.5016564;0.002720554;1.554278944
2;5;2;B;1;2.407820119;681.937714;0.010344752;0.788507943
2;5;2;C;1;2.407820119;681.937714;0.010344752;0.788507943
2;5;2;D;1;2.407820119;681.937714;0.010344752;0.788507943
2;5;2;E;1;2.407820119;681.937714;0.010344752;0.788507943
2;5;2;F;1;2.407820119;681.937714;0.010344752;0.788507943
2;5;2;G;1;2.407820119;681.937714;0.010344752;0.788507943
2;6;0;A;1;0.663441732;758.0639582;0;3
2;6;0;B;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;0;C;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;0;D;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;0;E;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;0;F;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;0;G;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;1;A;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;B;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;C;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;D;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;E;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;F;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;1;G;1;4.098032512;605.9672557;0.001245876;2.090270769
2;6;2;A;1;0.663441732;758.0639582;0;3
2;6;2;B;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;2;C;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;2;D;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;2;E;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;2;F;1;0.663441732;756.9846982;0.003314081;1.468624491
2;6;2;G;1;0.663441732;756.9846982;0.003314081;1.468624491
2;7;0;A;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;B;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;C;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;D;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;E;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;F;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;0;G;1;3.720458606;505.4730122;0.013652434;0.860538482
2;7;1;A;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;B;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;C;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;D;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;E;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;F;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;1;G;1;3.709523824;404.6729828;0.013709534;0.407165967
2;7;2;A;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;B;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;C;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;D;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;E;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;F;1;2.64169806;544.3215189;0.012071279;0.419739842
2;7;2;G;1;2.64169806;544.3215189;0.012071279;0.419739842
2;8;0;A;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;B;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;C;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;D;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;E;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;F;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;0;G;1;3.477298961;482.8626334;0.01184233;0.953740932
2;8;1;A;1;2.480804516;628.6645946;0.015513905;0.27468964
2;8;1;B;1;2.480804516;628.6645946;0.015513905;0.27468964
2;8;1;C;1;2.480804516;628.6645946;0.015513905;0.27468964
2;8;1;D;1;2.480804516;628.6645946;0.015513905;0.27468964
2;8;1;E;1;2.480804516;628.6645946;0.015513905;0.27468964
2;8;1;F;1;2.480804516;628.6645946;0.015513905;0.27468964
